,title,year,vote_count,vote_average,popularity,genres,weighted_rating,tagline,overview,id,poster_path,description,cast,crew,keywords,mixed_credits
24,Memento,2000,4168,8,15.450789,"['Mystery', 'Thriller']",7.7401749521478544,Some memories are best forgotten.,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",77,/fQMSaP88cf1nz4qwuNEEFtazuDM.jpg,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.Some memories are best forgotten.","['guypearce', 'carrie-annemoss', 'joepantoliano']",['christophernolan'],"['individu', 'insulin', 'tattoo', 'waitress', 'amnesia', 'motel', 'insurancesalesman', 'reveng', 'memoryloss', 'polaroid', 'flashback', 'neo-noir']",Mystery Thriller guypearce carrie-annemoss joepantoliano christophernolan christophernolan christophernolan individu insulin tattoo waitress amnesia motel insurancesalesman reveng memoryloss polaroid flashback neo-noir
25,The Green Mile,1999,4166,8,19.96678,"['Fantasy', 'Drama', 'Crime']",7.740061984735744,Miracles do happen.,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",497,/3yJUlOtVa09CYJocwBU8eAryja0.jpg,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.Miracles do happen.","['tomhanks', 'michaelclarkeduncan', 'davidmorse']",['frankdarabont'],"['southernusa', 'blackpeopl', 'mentallydis', 'basedonnovel', 'heal', 'deathrow', 'jailguard', 'greatdepress', 'prisonguard', 'electricchair', 'magicr', 'heal', 'deathrowinm', '1930s']",Fantasy Drama Crime tomhanks michaelclarkeduncan davidmorse frankdarabont frankdarabont frankdarabont southernusa blackpeopl mentallydis basedonnovel heal deathrow jailguard greatdepress prisonguard electricchair magicr heal deathrowinm 1930s
26,Spirited Away,2001,3968,8,41.048867,"['Fantasy', 'Adventure', 'Animation', 'Family']",7.728370088547121,The tunnel led Chihiro to a mysterious town...,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?,129,/ynXoOxmDHNQ4UAy0oU6avW71HVW.jpg,A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?The tunnel led Chihiro to a mysterious town...,"['rumihiiragi', 'miyuirino', 'marinatsuki']",['hayaomiyazaki'],"['witch', 'parentchildrelationship', 'magic', 'dark', 'bathhous', 'ghostworld', 'parallelworld', 'amusementpark', 'youkai', 'japanesemytholog', 'anim', 'spirit']",Fantasy Adventure Animation Family rumihiiragi miyuirino marinatsuki hayaomiyazaki hayaomiyazaki hayaomiyazaki witch parentchildrelationship magic dark bathhous ghostworld parallelworld amusementpark youkai japanesemytholog anim spirit
27,The Shining,1980,3890,8,19.611589,"['Horror', 'Thriller']",7.723470196527388,A masterpiece of modern horror.,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",694,/9fgh3Ns1iRzlQNYuJyK0ARQZU7w.jpg,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.A masterpiece of modern horror.","['jacknicholson', 'shelleyduvall', 'dannylloyd']",['stanleykubrick'],"['hotel', 'isol', 'hoteli', 'colorado', 'maze', 'bartend', 'ax', 'delus', 'loneli', 'caretak', 'vision', 'snow', 'writer', 'alcohol', 'snowedin', 'offseason']",Horror Thriller jacknicholson shelleyduvall dannylloyd stanleykubrick stanleykubrick stanleykubrick hotel isol hoteli colorado maze bartend ax delus loneli caretak vision snow writer alcohol snowedin offseason
28,Reservoir Dogs,1992,3821,8,12.22034,"['Crime', 'Thriller']",7.718985929444048,Every dog has his day.,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",500,/tB2ITHg556e7aTV6cqQqVAXkdxN.jpg,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.Every dog has his day.","['harveykeitel', 'timroth', 'michaelmadsen']",['quentintarantino'],"['traitor', 'jewelri', 'psychopath', 'thief', 'heist', 'betray', 'mysteri', 'escap', 'gang', 'plangonewrong', 'warehous', 'ensemblecast', 'allmalecast', 'toldinflashback', 'heistgonewrong', 'foreshadow', 'rendezv', 'icon', 'setinoneroom', 'uneasyalli', 'ragtaggroup']",Crime Thriller harveykeitel timroth michaelmadsen quentintarantino quentintarantino quentintarantino traitor jewelri psychopath thief heist betray mysteri escap gang plangonewrong warehous ensemblecast allmalecast toldinflashback heistgonewrong foreshadow rendezv icon setinoneroom uneasyalli ragtaggroup
29,Life Is Beautiful,1997,3643,8,39.39497,"['Comedy', 'Drama']",7.706716980570131,"An unforgettable fable that proves love, family and imagination conquer all.",A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,637,/f7DImXDebOs148U4uPjI61iDvaK.jpg,"A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.An unforgettable fable that proves love, family and imagination conquer all.","['nicolettabraschi', 'robertobenigni', 'giorgiocantarini']",['robertobenigni'],"['itali', 'riddl', 'bookshop', 'selfsacrific', 'massmurd', 'concentrationcamp', 'bicycleaccid', 'fascism', 'lossoffath', 'worldwarii', ""loveofone'slif"", 'deport', 'jewpersecut', 'fantasi', 'nazi', 'nationalsoci', 'charad', 'ridingabicycl', 'price', 'storytel', 'concentrationcampprison', 'dyinganddeath', 'peekaboo']",Comedy Drama nicolettabraschi robertobenigni giorgiocantarini robertobenigni robertobenigni robertobenigni itali riddl bookshop selfsacrific massmurd concentrationcamp bicycleaccid fascism lossoffath worldwarii loveofone'slif deport jewpersecut fantasi nazi nationalsoci charad ridingabicycl price storytel concentrationcampprison dyinganddeath peekaboo
30,A Clockwork Orange,1971,3432,8,17.112594,"['Science Fiction', 'Drama']",7.690710069783866,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.","Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.",185,/kgAi87gyx6b4oGJYSC36tVkJyJu.jpg,"Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs"". But he's a boy who also likes Beethoven's Ninth and a bit of ""the old in-out, in-out"". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.","['malcolmmcdowell', 'patrickmagee', 'adriennecorri']",['stanleykubrick'],"['prison', 'streetgang', 'rape', 'adolesc', 'sexual', 'beethoven', 'parentchildrelationship', 'socialwork', 'livingtogeth', 'societi', 'dystopia', 'controversi', 'controversi', 'violenc', 'futuristicsocieti']",Science Fiction Drama malcolmmcdowell patrickmagee adriennecorri stanleykubrick stanleykubrick stanleykubrick prison streetgang rape adolesc sexual beethoven parentchildrelationship socialwork livingtogeth societi dystopia controversi controversi violenc futuristicsocieti
31,The Godfather: Part II,1974,3418,8,36.629307,"['Drama', 'Crime']",7.689585963080069,"I don't feel I have to wipe everybody out, Tom. Just my enemies.","In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",240,/bVq65huQ8vHDd1a4Z37QtuyEvpA.jpg,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.I don't feel I have to wipe everybody out, Tom. Just my enemies.","['alpacino', 'robertduvall', 'dianekeaton']",['francisfordcoppola'],"['italo-american', 'cuba', 'vorort', 'melancholi', 'prais', 'reveng', 'mafia', 'lawyer', 'blood', 'corruptpolitician', 'bloodybodyofchild', 'manpuncheswoman']",Drama Crime alpacino robertduvall dianekeaton francisfordcoppola francisfordcoppola francisfordcoppola italo-american cuba vorort melancholi prais reveng mafia lawyer blood corruptpolitician bloodybodyofchild manpuncheswoman
32,The Usual Suspects,1995,3334,8,16.302466,"['Drama', 'Crime', 'Thriller']",7.682665904932172,Five Criminals. One Line Up. No Coincidence.,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",629,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.Five Criminals. One Line Up. No Coincidence.","['stephenbaldwin', 'gabrielbyrne', 'chazzpalminteri']",['bryansinger'],"['law', 'relat', 'theft', 'crimin', 'criminalmastermind', 'hungarian', 'sibl']",Drama Crime Thriller stephenbaldwin gabrielbyrne chazzpalminteri bryansinger bryansinger bryansinger law relat theft crimin criminalmastermind hungarian sibl
33,GoodFellas,1990,3211,8,15.424092,"['Drama', 'Crime']",7.671957511600666,Three Decades of Life in the Mafia.,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",769,/hAPeXBdGDGmXRPj4OZZ0poH65Iu.jpg,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.Three Decades of Life in the Mafia.","['robertdeniro', 'rayliotta', 'joepesci']",['martinscorsese'],"['prison', 'basedonnovel', 'florida', '1970s', 'massmurd', 'irish-american', 'drugtraff', 'biographi', 'basedontruestori', 'murder', 'organizedcrim', 'gore', 'mafia', 'gangster', 'newyorkc', 'extremeviol', 'violenc', 'brooklynnewyorkc', 'crimeep', 'tampa']",Drama Crime robertdeniro rayliotta joepesci martinscorsese martinscorsese martinscorsese prison basedonnovel florida 1970s massmurd irish-american drugtraff biographi basedontruestori murder organizedcrim gore mafia gangster newyorkc extremeviol violenc brooklynnewyorkc crimeep tampa
34,American History X,1998,3120,8,18.157166,['Drama'],7.663557999376597,Some Legacies Must End.,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",73,/fXepRAYOx1qC3wju7XdDGx60775.jpg,"Derek Vineyard is paroled after serving 3 years in prison for killing two thugs who tried to break into/steal his truck. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.Some Legacies Must End.","['edwardnorton', 'edwardfurlong', ""beverlyd'angelo""]",['tonykaye'],"['usa', 'neo-nazi', 'prison', 'skinhead', 'brotherbrotherrelationship', 'rape', 'fascism', 'brother', 'basketbal', 'jail', 'school', 'swastika', 'losangel', 'famili', 'hate', 'neonaz', 'xenophobia', 'interracialfriendship', 'nazism', 'prisonrap']",Drama edwardnorton edwardfurlong beverlyd'angelo tonykaye tonykaye tonykaye usa neo-nazi prison skinhead brotherbrotherrelationship rape fascism brother basketbal jail school swastika losangel famili hate neonaz xenophobia interracialfriendship nazism prisonrap
